project_id,project_type,terrain_type,terrain_difficulty_score,permit_complexity,permit_delay_months,material_availability,vendor_rating,skilled_manpower_ratio,demand_pressure,start_month,weather_severity_index,planned_cost_lakhs,actual_cost_lakhs,planned_duration_months,actual_duration_months
PG_02190,substation,urban,2,high,3.0,low,2.7,90,low,5,3.14,157,210.44,19,25.4
PG_02191,substation,hilly,4,low,0.5,medium,4.4,82,low,6,4.09,95,118.79,19,25.9
PG_02192,underground_cable,urban,2,high,3.0,low,4.5,94,high,4,2.61,178,272.71,22,29.1
PG_02193,substation,coastal,3,high,3.0,low,2.7,92,low,11,1.6,102,137.05,21,27.7
PG_02194,underground_cable,plain,1,high,3.0,low,3.2,91,low,7,4.77,228,309.4,26,34.4
PG_02195,overhead_line,plain,1,high,3.0,high,3.3,57,medium,6,4.31,80,91.81,36,47.7
PG_02196,overhead_line,coastal,3,medium,1.5,medium,4.8,88,high,3,1.25,116,152.68,29,36.1
PG_02197,substation,urban,2,low,0.5,low,4.3,83,low,12,2.05,174,222.6,20,24.2
PG_02198,substation,hilly,4,medium,1.5,high,3.7,78,medium,3,1.47,132,158.37,22,29.4
PG_02199,substation,coastal,3,high,3.0,low,2.7,55,low,9,4.13,116,164.12,19,28.0
PG_02200,substation,hilly,4,low,0.5,low,3.3,63,medium,12,1.21,161,235.39,21,27.7
PG_02201,substation,urban,2,medium,1.5,medium,2.6,68,low,6,4.15,143,176.08,17,23.4
PG_02202,underground_cable,forest,5,medium,1.5,medium,2.6,79,medium,5,3.02,165,223.98,30,41.3
PG_02203,substation,coastal,3,low,0.5,medium,3.1,70,low,6,4.32,169,206.28,21,27.5
PG_02204,underground_cable,urban,2,medium,1.5,high,2.6,65,low,7,4.8,168,193.9,29,38.5
PG_02205,underground_cable,plain,1,high,3.0,high,4.0,78,high,4,3.18,191,237.35,28,36.1
PG_02206,overhead_line,forest,5,high,3.0,high,2.9,92,medium,1,2.31,93,116.59,22,31.0
PG_02207,underground_cable,hilly,4,high,3.0,medium,3.8,73,medium,9,4.92,128,171.11,30,43.6
PG_02208,underground_cable,hilly,4,high,3.0,high,4.4,69,high,4,3.44,227,307.23,42,58.3
PG_02209,underground_cable,forest,5,high,3.0,high,3.3,81,low,9,4.88,132,163.44,41,58.7
PG_02210,underground_cable,coastal,3,high,3.0,medium,4.7,62,low,12,1.75,154,171.89,29,39.0
PG_02211,underground_cable,coastal,3,low,0.5,high,3.6,84,high,5,3.14,140,184.54,22,27.5
PG_02212,overhead_line,coastal,3,high,3.0,low,3.9,64,low,8,4.57,136,190.47,18,26.8
PG_02213,overhead_line,coastal,3,low,0.5,high,4.5,72,low,5,3.13,98,107.61,35,44.5
PG_02214,substation,urban,2,medium,1.5,high,2.8,63,low,1,1.34,82,87.85,23,29.0
PG_02215,overhead_line,urban,2,high,3.0,high,4.6,62,low,7,4.04,150,164.13,24,33.6
PG_02216,underground_cable,hilly,4,medium,1.5,high,4.1,56,high,7,4.87,127,178.16,31,44.3
PG_02217,underground_cable,coastal,3,low,0.5,high,4.5,80,high,5,2.72,132,172.48,42,53.1
PG_02218,substation,hilly,4,high,3.0,medium,2.5,74,medium,8,4.96,155,210.62,22,32.4
PG_02219,overhead_line,forest,5,high,3.0,high,3.3,78,high,4,2.96,72,103.11,22,32.5
PG_02220,substation,coastal,3,medium,1.5,medium,3.3,81,low,8,4.64,177,217.43,21,28.4
PG_02221,overhead_line,forest,5,medium,1.5,high,3.3,74,medium,12,1.06,133,162.25,23,31.1
PG_02222,overhead_line,urban,2,high,3.0,medium,4.0,70,low,9,4.03,103,119.57,26,35.6
PG_02223,overhead_line,forest,5,medium,1.5,low,3.4,93,low,10,1.18,100,139.91,20,26.4
PG_02224,overhead_line,forest,5,medium,1.5,low,3.2,88,medium,5,2.88,86,134.28,29,40.0
PG_02225,substation,coastal,3,high,3.0,medium,4.2,91,low,1,2.48,160,181.86,18,24.4
PG_02226,substation,forest,5,low,0.5,medium,2.7,59,medium,11,1.9,93,121.96,16,21.7
PG_02227,substation,hilly,4,high,3.0,medium,3.8,82,low,8,4.05,159,202.44,18,27.1
PG_02228,overhead_line,forest,5,low,0.5,low,4.1,70,low,12,2.31,128,178.83,33,43.8
PG_02229,overhead_line,urban,2,high,3.0,high,4.9,59,medium,8,4.72,76,88.13,31,43.3
PG_02230,underground_cable,coastal,3,medium,1.5,medium,4.4,70,high,5,3.45,199,274.8,40,52.5
PG_02231,underground_cable,forest,5,medium,1.5,high,4.0,68,medium,11,1.03,214,261.73,27,37.2
PG_02232,substation,coastal,3,high,3.0,medium,4.3,66,medium,8,3.79,179,225.27,20,29.1
PG_02233,overhead_line,forest,5,high,3.0,high,3.1,69,medium,3,1.33,109,135.91,18,26.7
PG_02234,underground_cable,plain,1,high,3.0,high,2.5,58,medium,5,2.66,231,263.98,21,28.4
PG_02235,underground_cable,forest,5,high,3.0,low,2.8,76,high,7,4.04,232,419.16,31,45.9
PG_02236,overhead_line,hilly,4,high,3.0,medium,3.2,68,high,1,1.19,148,208.92,30,41.1
PG_02237,substation,hilly,4,low,0.5,low,3.4,74,high,7,4.75,149,258.73,25,34.3
PG_02238,underground_cable,forest,5,high,3.0,medium,3.3,82,high,9,4.46,240,370.47,20,30.3
PG_02239,underground_cable,forest,5,high,3.0,medium,3.1,60,low,2,1.16,201,248.35,40,55.9
PG_02240,overhead_line,forest,5,medium,1.5,medium,3.1,71,high,10,1.15,117,172.59,22,30.5
PG_02241,substation,urban,2,low,0.5,low,4.9,92,medium,9,3.78,130,177.69,14,17.3
PG_02242,substation,urban,2,medium,1.5,medium,5.0,64,medium,3,2.37,111,123.54,17,21.6
PG_02243,overhead_line,forest,5,high,3.0,high,3.3,78,low,11,2.19,115,133.35,22,31.1
PG_02244,overhead_line,hilly,4,medium,1.5,high,4.8,86,medium,1,1.32,115,133.3,25,32.6
PG_02245,underground_cable,coastal,3,low,0.5,medium,3.3,69,high,2,2.18,209,283.22,20,24.9
PG_02246,underground_cable,plain,1,low,0.5,high,3.5,66,low,10,2.44,233,236.24,31,36.0
PG_02247,substation,hilly,4,medium,1.5,low,4.6,85,high,2,1.61,138,221.51,18,24.3
PG_02248,overhead_line,urban,2,low,0.5,low,3.3,93,low,5,2.66,130,171.65,33,39.2
PG_02249,underground_cable,coastal,3,high,3.0,medium,2.9,66,medium,6,4.16,205,266.02,32,44.7
PG_02250,underground_cable,plain,1,low,0.5,low,3.5,65,low,2,2.01,139,176.06,23,27.7
PG_02251,overhead_line,plain,1,medium,1.5,medium,4.9,75,high,9,4.97,122,158.78,22,28.1
PG_02252,substation,urban,2,medium,1.5,medium,4.0,55,medium,9,3.7,171,213.6,18,25.1
PG_02253,substation,plain,1,high,3.0,medium,4.7,74,low,12,1.57,106,111.18,21,27.1
PG_02254,underground_cable,urban,2,medium,1.5,medium,3.4,94,high,2,2.15,138,184.7,38,45.5
PG_02255,underground_cable,plain,1,low,0.5,medium,4.0,90,low,7,4.75,208,235.62,32,38.3
PG_02256,underground_cable,urban,2,high,3.0,medium,4.8,65,high,6,3.92,140,190.38,23,32.4
PG_02257,underground_cable,coastal,3,medium,1.5,medium,2.6,55,low,10,1.63,210,244.19,24,31.3
PG_02258,underground_cable,urban,2,low,0.5,medium,3.4,71,medium,9,4.98,175,215.99,35,44.0
PG_02259,overhead_line,plain,1,high,3.0,medium,3.5,58,high,1,2.47,145,186.45,18,24.4
PG_02260,overhead_line,plain,1,high,3.0,low,3.8,66,low,3,1.56,129,162.04,27,34.9
PG_02261,underground_cable,plain,1,high,3.0,high,4.1,73,low,12,1.56,190,189.9,39,47.2
PG_02262,overhead_line,urban,2,low,0.5,high,3.0,90,medium,12,1.78,99,113.31,24,28.5
PG_02263,substation,coastal,3,low,0.5,low,4.7,93,medium,6,3.72,157,228.08,15,19.5
PG_02264,overhead_line,hilly,4,high,3.0,medium,3.3,90,low,11,2.28,78,94.39,24,32.8
PG_02265,underground_cable,urban,2,high,3.0,medium,2.6,79,medium,10,1.36,238,284.67,29,36.8
PG_02266,overhead_line,urban,2,medium,1.5,medium,3.8,64,low,8,4.38,118,141.4,35,46.9
PG_02267,substation,plain,1,high,3.0,low,4.8,85,medium,8,4.98,109,148.77,28,36.9
PG_02268,overhead_line,plain,1,high,3.0,high,4.1,95,medium,6,4.87,147,168.5,19,25.6
PG_02269,overhead_line,hilly,4,medium,1.5,medium,2.9,92,medium,10,1.32,60,75.94,21,27.1
PG_02270,underground_cable,coastal,3,medium,1.5,high,3.0,56,high,8,3.87,124,171.33,41,55.9
PG_02271,underground_cable,hilly,4,high,3.0,low,3.6,55,low,12,1.49,237,326.92,21,30.5
PG_02272,overhead_line,hilly,4,high,3.0,high,4.5,91,medium,10,1.71,85,97.88,28,37.0
PG_02273,substation,hilly,4,low,0.5,low,4.7,84,low,2,1.23,88,115.51,19,23.8
PG_02274,overhead_line,plain,1,high,3.0,high,4.1,80,low,11,2.25,81,83.33,20,26.1
PG_02275,underground_cable,plain,1,medium,1.5,medium,3.9,89,medium,10,1.42,166,190.56,38,44.7
PG_02276,substation,urban,2,medium,1.5,medium,3.7,92,medium,12,1.97,107,123.04,24,28.5
PG_02277,underground_cable,plain,1,low,0.5,low,4.1,76,medium,1,2.4,199,260.03,41,47.9
PG_02278,overhead_line,forest,5,low,0.5,low,4.7,94,medium,5,2.72,81,119.74,28,36.6
PG_02279,underground_cable,coastal,3,low,0.5,low,3.2,80,high,12,1.74,155,240.87,32,38.7
PG_02280,underground_cable,forest,5,medium,1.5,medium,4.5,57,low,9,4.87,206,264.89,21,31.4
PG_02281,substation,hilly,4,medium,1.5,low,3.9,79,medium,4,2.52,111,165.27,28,38.0
PG_02282,overhead_line,plain,1,low,0.5,medium,4.0,63,medium,11,1.29,63,71.3,35,41.7
PG_02283,underground_cable,forest,5,low,0.5,high,4.6,56,low,6,4.49,231,280.77,26,37.5
PG_02284,underground_cable,hilly,4,low,0.5,low,4.7,68,medium,9,3.82,209,308.9,29,39.4
PG_02285,overhead_line,plain,1,low,0.5,medium,3.5,77,low,1,2.39,123,135.25,20,23.7
PG_02286,substation,urban,2,high,3.0,medium,2.7,71,high,7,4.2,121,172.78,16,23.2
PG_02287,substation,hilly,4,medium,1.5,medium,3.1,80,low,6,3.5,119,152.48,18,25.5
PG_02288,substation,urban,2,high,3.0,medium,4.8,55,low,12,2.18,161,176.85,20,27.8
PG_02289,substation,coastal,3,medium,1.5,medium,3.8,90,high,5,3.27,89,124.81,28,36.1
PG_02290,overhead_line,forest,5,low,0.5,medium,4.5,55,high,12,1.88,96,138.19,28,38.6
PG_02291,overhead_line,urban,2,high,3.0,medium,4.4,85,low,2,1.32,102,111.93,24,31.0
PG_02292,substation,urban,2,low,0.5,high,3.3,81,medium,7,4.19,154,185.16,27,34.3
PG_02293,substation,plain,1,high,3.0,medium,2.6,56,high,3,1.4,88,114.7,28,36.0
PG_02294,underground_cable,forest,5,medium,1.5,low,3.6,83,medium,8,3.99,134,212.57,31,44.0
PG_02295,underground_cable,plain,1,low,0.5,low,3.6,93,medium,1,1.22,171,225.43,20,22.9
PG_02296,overhead_line,urban,2,low,0.5,high,3.2,56,low,1,1.77,106,115.59,33,41.5
PG_02297,overhead_line,urban,2,high,3.0,medium,3.1,69,medium,10,1.72,133,155.34,24,31.2
PG_02298,underground_cable,plain,1,medium,1.5,high,4.7,87,medium,4,2.86,220,236.45,21,25.6
PG_02299,underground_cable,hilly,4,medium,1.5,low,3.2,87,medium,2,2.34,191,279.61,39,50.1
PG_02300,substation,forest,5,high,3.0,high,4.6,87,low,7,3.57,148,177.51,22,32.5
PG_02301,overhead_line,plain,1,medium,1.5,low,4.5,87,high,9,3.77,105,157.03,21,26.1
PG_02302,substation,urban,2,low,0.5,medium,4.8,58,low,4,3.23,81,90.49,24,30.6
PG_02303,overhead_line,forest,5,high,3.0,medium,2.7,58,high,5,3.37,101,152.3,26,38.4
PG_02304,overhead_line,plain,1,high,3.0,high,4.7,57,high,7,3.97,73,90.97,35,46.7
PG_02305,underground_cable,coastal,3,high,3.0,low,4.7,87,high,6,4.5,190,310.95,21,30.0
PG_02306,underground_cable,plain,1,low,0.5,low,4.5,72,high,10,1.1,184,262.95,22,25.8
PG_02307,overhead_line,forest,5,low,0.5,low,3.6,76,medium,2,1.5,110,165.25,26,34.6
PG_02308,overhead_line,forest,5,low,0.5,low,3.2,69,high,5,2.93,109,187.38,36,48.8
PG_02309,substation,hilly,4,medium,1.5,medium,4.6,70,low,10,1.55,108,126.48,21,28.4
PG_02310,substation,hilly,4,high,3.0,medium,2.6,95,high,1,2.28,179,254.91,14,19.9
PG_02311,overhead_line,forest,5,high,3.0,low,3.8,85,low,4,2.94,106,155.23,27,39.0
PG_02312,underground_cable,coastal,3,medium,1.5,medium,4.4,76,high,1,1.73,234,317.53,33,42.5
PG_02313,substation,coastal,3,high,3.0,high,4.6,70,low,8,4.74,140,158.86,20,29.1
PG_02314,underground_cable,urban,2,medium,1.5,medium,2.6,89,high,2,2.13,234,311.91,34,40.3
PG_02315,substation,plain,1,medium,1.5,low,3.0,64,low,3,1.88,143,182.74,24,29.9
PG_02316,substation,hilly,4,low,0.5,medium,3.3,93,high,5,3.35,84,123.55,21,27.3
PG_02317,substation,hilly,4,high,3.0,low,3.8,94,high,1,2.2,85,137.1,28,37.4
PG_02318,underground_cable,hilly,4,low,0.5,medium,2.9,95,high,10,2.04,195,282.57,40,50.1
PG_02319,substation,urban,2,high,3.0,medium,3.4,68,medium,1,1.44,96,112.96,15,20.9
PG_02320,overhead_line,coastal,3,medium,1.5,medium,4.1,64,high,12,1.59,68,93.01,33,43.3
PG_02321,underground_cable,hilly,4,medium,1.5,medium,4.5,95,high,8,4.52,237,341.22,33,43.8
PG_02322,underground_cable,forest,5,high,3.0,medium,4.0,73,medium,7,4.56,131,178.81,20,30.8
PG_02323,substation,forest,5,medium,1.5,high,3.2,68,medium,3,2.18,157,193.53,23,31.6
PG_02324,substation,coastal,3,low,0.5,low,2.7,65,high,12,2.49,139,221.61,21,26.5
PG_02325,overhead_line,coastal,3,high,3.0,medium,3.1,81,medium,3,2.15,61,76.35,31,41.2
PG_02326,substation,coastal,3,low,0.5,low,3.0,67,high,5,2.51,163,269.73,25,32.8
PG_02327,overhead_line,hilly,4,high,3.0,low,4.2,57,high,5,2.63,114,187.73,36,51.3
PG_02328,substation,hilly,4,low,0.5,medium,4.8,91,high,12,1.93,129,172.86,26,31.9
PG_02329,overhead_line,coastal,3,low,0.5,low,5.0,80,medium,9,4.16,94,132.93,26,33.5
PG_02330,overhead_line,coastal,3,low,0.5,low,3.4,95,low,12,1.76,78,105.53,33,40.1
PG_02331,underground_cable,hilly,4,medium,1.5,high,2.7,59,high,1,2.11,158,216.6,24,32.7
PG_02332,substation,plain,1,high,3.0,high,3.8,89,medium,8,3.91,89,100.75,26,33.6
PG_02333,overhead_line,coastal,3,low,0.5,high,2.7,69,medium,2,1.43,135,156.39,20,24.7
PG_02334,substation,urban,2,medium,1.5,medium,3.3,62,high,6,4.59,146,204.8,18,24.5
PG_02335,underground_cable,coastal,3,low,0.5,low,4.8,67,medium,2,2.49,141,192.38,37,46.6
PG_02336,underground_cable,coastal,3,medium,1.5,medium,2.5,77,medium,11,1.87,128,158.69,21,26.9
PG_02337,underground_cable,urban,2,high,3.0,high,4.8,65,medium,4,3.24,189,212.87,33,44.2
PG_02338,overhead_line,forest,5,medium,1.5,low,4.4,89,medium,2,1.86,71,103.96,22,29.6
PG_02339,substation,forest,5,low,0.5,low,4.0,77,high,6,3.95,88,154.64,24,33.6
PG_02340,substation,coastal,3,high,3.0,low,4.9,66,low,12,2.28,103,132.16,14,20.4
PG_02341,underground_cable,urban,2,low,0.5,high,3.4,61,high,7,3.61,227,305.09,27,35.4
PG_02342,overhead_line,hilly,4,medium,1.5,low,2.8,69,low,3,2.29,104,142.98,18,24.1
PG_02343,substation,urban,2,low,0.5,medium,3.0,71,high,8,4.33,127,178.22,26,33.0
PG_02344,overhead_line,plain,1,medium,1.5,medium,4.8,69,medium,1,1.56,123,135.72,29,35.1
PG_02345,overhead_line,coastal,3,low,0.5,high,4.6,91,medium,6,3.96,83,98.23,23,29.3
PG_02346,substation,urban,2,low,0.5,high,4.3,85,medium,10,1.05,119,131.41,26,31.0
PG_02347,overhead_line,plain,1,high,3.0,low,3.9,81,medium,12,2.27,73,93.36,22,27.6
PG_02348,overhead_line,plain,1,low,0.5,medium,4.4,78,low,6,3.93,125,141.42,27,33.4
PG_02349,substation,coastal,3,high,3.0,high,3.0,73,medium,9,4.61,89,111.52,24,34.5
PG_02350,substation,coastal,3,high,3.0,high,3.4,90,low,6,4.31,128,147.65,23,31.8
PG_02351,overhead_line,hilly,4,high,3.0,low,3.8,67,high,12,2.21,135,220.73,32,44.6
PG_02352,underground_cable,hilly,4,medium,1.5,medium,4.8,78,high,4,3.09,179,250.92,38,50.5
PG_02353,substation,urban,2,medium,1.5,low,3.5,86,medium,2,1.08,81,108.32,17,21.0
PG_02354,substation,plain,1,high,3.0,medium,3.6,55,medium,11,2.02,132,150.82,25,32.8
PG_02355,substation,plain,1,low,0.5,high,4.5,88,high,10,1.42,160,185.24,28,31.2
PG_02356,substation,coastal,3,medium,1.5,low,3.3,67,high,5,2.75,101,163.9,20,27.0
PG_02357,underground_cable,coastal,3,low,0.5,medium,4.4,91,low,3,1.04,127,142.28,24,28.8
PG_02358,substation,urban,2,medium,1.5,high,4.0,59,low,8,4.62,84,94.58,22,30.1
PG_02359,substation,coastal,3,high,3.0,high,4.4,90,low,9,4.21,120,136.14,15,21.9
PG_02360,underground_cable,urban,2,low,0.5,high,4.3,91,low,11,1.99,159,164.79,21,24.6
PG_02361,substation,urban,2,high,3.0,medium,4.6,72,high,8,4.88,84,112.76,28,37.8
PG_02362,underground_cable,coastal,3,low,0.5,low,4.3,83,low,8,4.57,156,215.76,26,33.8
PG_02363,substation,forest,5,medium,1.5,high,2.9,87,high,9,4.82,148,221.39,19,27.5
PG_02364,substation,plain,1,medium,1.5,medium,3.3,73,low,12,2.09,94,102.03,25,30.1
PG_02365,underground_cable,coastal,3,medium,1.5,low,3.8,62,medium,6,4.74,248,363.94,37,50.2
PG_02366,overhead_line,plain,1,high,3.0,medium,4.3,85,medium,1,2.05,124,138.36,30,36.7
PG_02367,overhead_line,plain,1,high,3.0,low,2.9,91,high,6,3.77,134,209.89,23,29.9
PG_02368,underground_cable,urban,2,medium,1.5,high,4.4,82,low,2,1.06,233,244.71,22,27.5
PG_02369,overhead_line,urban,2,high,3.0,high,2.6,90,low,1,1.09,82,88.85,23,29.4
PG_02370,overhead_line,urban,2,medium,1.5,low,2.6,69,medium,11,1.38,78,109.17,32,40.1
PG_02371,underground_cable,urban,2,low,0.5,low,3.8,82,low,5,2.84,196,260.14,36,44.2
PG_02372,overhead_line,urban,2,low,0.5,low,4.3,60,high,6,3.7,100,156.09,23,29.7
PG_02373,overhead_line,coastal,3,low,0.5,low,4.8,75,medium,6,4.7,96,138.55,36,47.3
PG_02374,substation,urban,2,high,3.0,low,4.2,72,low,10,2.29,119,151.18,23,30.5
PG_02375,substation,forest,5,low,0.5,high,3.7,83,medium,12,1.07,101,123.07,21,27.3
PG_02376,underground_cable,plain,1,high,3.0,high,4.0,59,high,6,4.29,235,294.94,41,53.5
PG_02377,overhead_line,plain,1,high,3.0,low,3.6,59,low,10,2.41,143,180.63,32,41.3
PG_02378,substation,forest,5,low,0.5,low,2.6,90,low,9,3.5,152,231.11,28,38.0
PG_02379,overhead_line,plain,1,low,0.5,low,3.6,85,medium,11,1.93,147,193.41,32,36.7
PG_02380,overhead_line,coastal,3,high,3.0,medium,2.9,65,low,1,1.79,79,94.32,31,42.2
PG_02381,underground_cable,urban,2,low,0.5,low,3.2,72,low,8,4.29,125,172.62,26,33.4
PG_02382,substation,urban,2,high,3.0,high,4.2,92,low,8,4.54,170,189.56,15,21.4
PG_02383,overhead_line,coastal,3,medium,1.5,high,4.9,76,low,1,1.55,142,148.38,18,23.2
PG_02384,overhead_line,plain,1,low,0.5,high,4.5,65,medium,4,2.73,146,156.87,25,30.2
PG_02385,underground_cable,coastal,3,low,0.5,low,3.5,80,high,12,1.87,121,191.4,33,40.9
PG_02386,overhead_line,urban,2,high,3.0,medium,3.6,82,medium,5,3.21,118,141.69,28,36.5
PG_02387,substation,hilly,4,medium,1.5,medium,4.6,65,high,9,3.6,131,189.38,17,24.4
PG_02388,overhead_line,plain,1,high,3.0,medium,2.7,75,medium,5,2.73,88,106.54,26,34.0
PG_02389,substation,urban,2,medium,1.5,medium,4.5,87,medium,3,1.16,125,145.95,24,29.8
PG_02390,overhead_line,hilly,4,high,3.0,medium,4.6,73,low,10,2.44,62,71.17,36,48.0
PG_02391,overhead_line,plain,1,medium,1.5,medium,2.8,79,high,5,2.76,86,116.36,23,28.7
PG_02392,overhead_line,hilly,4,low,0.5,low,2.8,79,high,11,1.18,61,99.81,25,31.7
PG_02393,overhead_line,urban,2,low,0.5,high,3.2,70,high,4,2.7,117,154.09,30,37.8
PG_02394,substation,forest,5,low,0.5,high,4.0,60,medium,7,4.0,169,217.48,22,31.4
PG_02395,overhead_line,hilly,4,high,3.0,low,2.8,91,low,8,4.18,115,171.89,23,33.4
PG_02396,overhead_line,hilly,4,medium,1.5,medium,4.8,72,high,12,1.01,91,124.53,28,37.1
PG_02397,substation,urban,2,medium,1.5,high,3.2,81,high,7,4.53,148,202.17,27,35.7
PG_02398,substation,plain,1,medium,1.5,low,4.9,88,high,4,3.16,138,201.32,24,29.2
PG_02399,underground_cable,hilly,4,low,0.5,medium,2.6,76,high,2,2.33,209,301.94,38,48.6
PG_02400,underground_cable,plain,1,medium,1.5,high,4.8,61,low,3,1.22,199,200.65,24,30.0
PG_02401,substation,coastal,3,low,0.5,low,5.0,55,low,6,4.44,115,158.52,20,27.5
PG_02402,substation,hilly,4,low,0.5,high,2.8,90,high,11,1.31,158,217.72,26,33.0
PG_02403,underground_cable,hilly,4,low,0.5,low,3.0,73,low,9,3.64,140,203.6,31,41.6
PG_02404,substation,coastal,3,medium,1.5,low,3.9,91,low,7,4.63,96,134.64,18,24.3
PG_02405,substation,hilly,4,high,3.0,medium,4.9,57,medium,1,1.65,135,164.14,14,21.2
PG_02406,underground_cable,urban,2,medium,1.5,low,3.8,90,medium,5,3.38,233,319.46,34,41.5
PG_02407,overhead_line,plain,1,high,3.0,high,4.3,62,medium,6,4.04,99,110.14,36,47.1
PG_02408,overhead_line,plain,1,medium,1.5,low,4.6,75,medium,9,4.45,61,81.44,29,36.3
PG_02409,substation,urban,2,high,3.0,low,4.0,64,high,4,2.63,123,190.92,20,27.9
PG_02410,overhead_line,forest,5,medium,1.5,low,4.4,84,high,8,4.34,116,202.58,34,48.1
PG_02411,overhead_line,urban,2,medium,1.5,low,3.0,91,high,8,3.83,103,168.17,27,34.6
PG_02412,overhead_line,forest,5,low,0.5,medium,3.0,76,low,7,4.8,111,147.91,25,35.3
PG_02413,underground_cable,coastal,3,medium,1.5,high,3.2,87,low,3,1.96,121,131.83,40,48.7
PG_02414,overhead_line,plain,1,high,3.0,high,4.2,70,medium,4,3.06,92,100.63,26,33.9
PG_02415,substation,plain,1,medium,1.5,medium,4.8,72,high,11,1.58,174,215.0,23,28.0
PG_02416,substation,plain,1,high,3.0,low,2.9,57,high,9,4.37,84,135.31,20,28.5
PG_02417,overhead_line,forest,5,medium,1.5,high,4.6,71,medium,2,1.24,121,147.43,36,49.3
PG_02418,overhead_line,coastal,3,high,3.0,low,4.9,62,medium,8,4.31,133,191.55,28,40.1
PG_02419,substation,hilly,4,medium,1.5,high,4.7,82,medium,1,1.26,170,198.61,27,35.4
PG_02420,overhead_line,urban,2,high,3.0,low,3.8,64,high,4,2.67,119,185.07,34,45.3
PG_02421,overhead_line,coastal,3,low,0.5,high,3.4,77,high,11,2.42,62,80.19,36,44.2
PG_02422,underground_cable,plain,1,high,3.0,low,4.9,61,low,8,3.7,244,308.39,35,46.1
PG_02423,substation,plain,1,high,3.0,medium,4.4,95,high,6,3.89,174,234.69,28,36.5
PG_02424,underground_cable,urban,2,medium,1.5,medium,4.7,87,high,8,3.51,238,327.64,42,53.8
PG_02425,substation,hilly,4,low,0.5,high,4.2,78,medium,4,3.34,97,116.36,25,32.6
PG_02426,overhead_line,urban,2,low,0.5,high,3.2,70,high,10,1.04,80,101.96,19,23.4
PG_02427,substation,hilly,4,low,0.5,medium,3.2,82,medium,3,1.79,131,167.13,26,33.2
PG_02428,substation,hilly,4,high,3.0,high,4.1,65,low,11,2.33,178,199.04,18,26.1
PG_02429,underground_cable,urban,2,high,3.0,medium,2.8,59,high,8,3.57,210,295.62,39,52.6
PG_02430,overhead_line,forest,5,high,3.0,high,3.1,73,high,1,1.28,145,200.81,34,47.2
PG_02431,overhead_line,hilly,4,medium,1.5,low,4.2,66,medium,5,3.45,136,198.0,35,47.4
PG_02432,underground_cable,forest,5,low,0.5,medium,4.3,66,low,4,2.93,227,281.09,31,42.4
PG_02433,overhead_line,forest,5,medium,1.5,medium,3.4,78,medium,2,2.46,147,194.18,27,37.1
PG_02434,underground_cable,plain,1,low,0.5,low,3.3,60,high,3,1.11,155,230.41,23,27.7
PG_02435,substation,plain,1,medium,1.5,medium,4.0,70,low,5,3.09,149,162.65,21,26.3
PG_02436,substation,urban,2,high,3.0,high,2.5,65,high,3,2.13,178,228.54,14,19.8
PG_02437,underground_cable,coastal,3,high,3.0,medium,4.6,73,high,1,2.05,242,318.75,38,49.3
PG_02438,underground_cable,coastal,3,low,0.5,high,3.7,65,low,9,3.67,240,280.61,36,48.3
PG_02439,substation,urban,2,medium,1.5,medium,3.6,62,high,9,4.32,156,222.13,18,25.0
PG_02440,overhead_line,coastal,3,medium,1.5,low,2.7,89,low,4,3.06,66,93.2,25,32.6
PG_02441,underground_cable,coastal,3,low,0.5,medium,4.1,57,high,12,1.34,169,222.81,21,26.5
PG_02442,overhead_line,forest,5,high,3.0,low,4.0,93,high,4,3.01,90,152.62,35,48.5
PG_02443,substation,hilly,4,low,0.5,medium,3.0,92,low,8,4.33,157,199.96,21,27.7
PG_02444,underground_cable,forest,5,high,3.0,low,4.9,56,medium,7,4.31,226,341.09,41,60.3
PG_02445,underground_cable,urban,2,low,0.5,medium,4.6,83,low,7,3.87,153,177.15,35,43.9
PG_02446,overhead_line,forest,5,low,0.5,medium,4.1,78,low,1,2.21,115,140.19,34,44.7
PG_02447,substation,plain,1,low,0.5,low,4.5,65,high,12,1.01,161,227.01,24,28.1
PG_02448,overhead_line,forest,5,high,3.0,medium,3.4,92,high,1,2.22,119,173.54,28,38.6
PG_02449,overhead_line,forest,5,medium,1.5,low,2.9,58,high,6,3.67,83,148.0,31,45.1
PG_02450,underground_cable,forest,5,high,3.0,medium,4.4,92,low,8,4.51,222,280.15,27,38.8
PG_02451,overhead_line,coastal,3,low,0.5,low,2.9,65,medium,4,3.24,74,109.17,31,40.5
PG_02452,substation,plain,1,low,0.5,high,3.8,94,low,11,2.04,179,179.95,28,31.0
PG_02453,substation,hilly,4,high,3.0,medium,3.4,75,low,8,3.72,110,140.67,28,40.7
PG_02454,substation,hilly,4,medium,1.5,high,2.9,84,high,5,3.09,141,198.24,17,23.4
PG_02455,overhead_line,plain,1,high,3.0,low,3.6,67,medium,11,1.56,100,128.78,26,32.7
PG_02456,substation,forest,5,low,0.5,high,4.5,85,medium,10,1.15,99,119.52,26,33.9
PG_02457,substation,urban,2,high,3.0,medium,4.2,78,low,2,2.36,154,170.17,21,27.8
PG_02458,substation,urban,2,medium,1.5,high,3.3,67,high,8,3.7,141,189.57,24,32.2
PG_02459,overhead_line,urban,2,medium,1.5,medium,3.8,58,low,10,1.52,104,116.73,25,32.2
